MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,NUM_OF_SEATING,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,FRNT_VIN,CURB_WEIGHT,SIDE_VIN,POLE_VIN,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA,PK,SK
AUDI,AUDI TTS COUPE,2023,2 DR,PC,AWD,4,,,,,,,0,0,,,,AUDI#AUDI TTS COUPE,2023#2 DR
BENTLEY,BENTAYGA HYBRID,2023,SUV,MPV,AWD,5,,7170,,,,,0,0,,,,BENTLEY#BENTAYGA HYBRID,2023#SUV
BENTLEY,BENTAYGA SPEED,2023,SUV,MPV,AWD,7,,7170,,,,,0,0,,,,BENTLEY#BENTAYGA SPEED,2023#SUV
BENTLEY,BENTAYGA V8,2023,SUV,MPV,AWD,7,,7170,,,,,0,0,,,,BENTLEY#BENTAYGA V8,2023#SUV
BENTLEY,BENTAYGA V8 EWB,2023,SUV,MPV,AWD,5,,7170,,,,,0,0,,,,BENTLEY#BENTAYGA V8 EWB,2023#SUV
BENTLEY,CONTINENTAL GT,2023,2 DR,PC,AWD,4,,6008,,,,,0,0,,,,BENTLEY#CONTINENTAL GT,2023#2 DR
BENTLEY,CONTINENTAL GT CONVERTIBLE,2023,C,PC,AWD,4,,6316,,,,,0,0,,,,BENTLEY#CONTINENTAL GT CONVERTIBLE,2023#C
BENTLEY,CONTINENTAL GT SPEED,2023,2 DR,PC,AWD,4,,6008,,,,,0,0,,,,BENTLEY#CONTINENTAL GT SPEED,2023#2 DR
BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,2023,C,PC,AWD,4,,6316,,,,,0,0,,,,BENTLEY#CONTINENTAL GT SPEED CONVERTIBLE,2023#C
BENTLEY,CONTINENTAL GT V8,2023,2 DR,PC,AWD,4,,6008,,,,,0,0,,,,BENTLEY#CONTINENTAL GT V8,2023#2 DR
BENTLEY,CONTINENTAL GT V8 CONVERTIBLE,2023,C,PC,AWD,4,,6173,,,,,0,0,,,,BENTLEY#CONTINENTAL GT V8 CONVERTIBLE,2023#C
BENTLEY,FLYING SPUR,2023,4 DR,PC,AWD,5,,6614,,,,,0,0,,,,BENTLEY#FLYING SPUR,2023#4 DR
BENTLEY,FLYING SPUR HYBRID,2023,4 DR,PC,AWD,5,,6680,,,,,0,0,,,,BENTLEY#FLYING SPUR HYBRID,2023#4 DR
BENTLEY,FLYING SPUR V8,2023,4 DR,PC,AWD,5,,6570,,,,,0,0,,,,BENTLEY#FLYING SPUR V8,2023#4 DR
BMW,2 SERIES COUPE,2023,2 DR,PC,AWD,4,4398,4773,,,,,0,0,,,,BMW#2 SERIES COUPE,2023#2 DR
BMW,2 SERIES COUPE,2023,2 DR,PC,RWD,4,4398,4773,,,,,0,0,,,,BMW#2 SERIES COUPE,2023#2 DR
BMW,2 SERIES GRAN COUPE,2023,4 DR,PC,AWD,5,4420,4630,,,,,0,0,,,,BMW#2 SERIES GRAN COUPE,2023#4 DR
BMW,2 SERIES GRAN COUPE,2023,4 DR,PC,FWD,5,4420,4630,,,,,0,0,,,,BMW#2 SERIES GRAN COUPE,2023#4 DR
BMW,3 SERIES HYBRID SEDAN,2023,4 DR,PC,AWD,5,5071,5170,,,,,0,0,,,,BMW#3 SERIES HYBRID SEDAN,2023#4 DR
BMW,3 SERIES HYBRID SEDAN,2023,4 DR,PC,RWD,5,5071,5170,,,,,0,0,,,,BMW#3 SERIES HYBRID SEDAN,2023#4 DR
BMW,3 SERIES SEDAN,2023,4 DR,PC,AWD,5,4586,4982,WBA5R7C02MFK51022,3648,WBA5R1C08MFK51099,WBA5R1C04MFK51620,0.092,1.5,5,,,BMW#3 SERIES SEDAN,2023#4 DR
BMW,3 SERIES SEDAN,2023,4 DR,PC,RWD,5,4586,4982,WBA5R7C02MFK51022,3648,WBA5R1C08MFK51099,WBA5R1C04MFK51620,0.092,1.5,5,,,BMW#3 SERIES SEDAN,2023#4 DR
BMW,4 SERIES CONVERTIBLE,2023,C,PC,AWD,4,4806,5192,,,,,0,0,,,,BMW#4 SERIES CONVERTIBLE,2023#C
BMW,4 SERIES CONVERTIBLE,2023,C,PC,RWD,4,4806,5192,,,,,0,0,,,,BMW#4 SERIES CONVERTIBLE,2023#C
BMW,4 SERIES COUPE,2023,2 DR,PC,AWD,4,4475,4949,,,,,0,0,,,,BMW#4 SERIES COUPE,2023#2 DR
BMW,4 SERIES COUPE,2023,2 DR,PC,RWD,4,4475,4949,,,,,0,0,,,,BMW#4 SERIES COUPE,2023#2 DR
BMW,4 SERIES GRAN COUPE,2023,4 DR,PC,AWD,5,4850,5247,,,,,0,0,,,,BMW#4 SERIES GRAN COUPE,2023#4 DR
BMW,4 SERIES GRAN COUPE,2023,4 DR,PC,RWD,5,4850,5247,,,,,0,0,,,,BMW#4 SERIES GRAN COUPE,2023#4 DR
BMW,5 SERIES HYBRID SEDAN,2023,4 DR,PC,AWD,5,5379,5501,,,,,0,0,,,,BMW#5 SERIES HYBRID SEDAN,2023#4 DR
BMW,5 SERIES HYBRID SEDAN,2023,4 DR,PC,RWD,5,5379,5501,,,,,0,0,,,,BMW#5 SERIES HYBRID SEDAN,2023#4 DR
BMW,5 SERIES SEDAN,2023,4 DR,PC,AWD,5,4927,5578,,,,,0,0,,,,BMW#5 SERIES SEDAN,2023#4 DR
BMW,5 SERIES SEDAN,2023,4 DR,PC,RWD,5,4927,5578,,,,,0,0,,,,BMW#5 SERIES SEDAN,2023#4 DR
BMW,7 SERIES SEDAN,2023,4 DR,PC,AWD,5,6140,6570,,,,,0,0,,,,BMW#7 SERIES SEDAN,2023#4 DR
BMW,7 SERIES SEDAN,2023,4 DR,PC,RWD,5,6140,6570,,,,,0,0,,,,BMW#7 SERIES SEDAN,2023#4 DR
BMW,8 SERIES CONVERTIBLE,2023,C,PC,AWD,4,5115,5545,,,,,0,0,,,,BMW#8 SERIES CONVERTIBLE,2023#C
BMW,8 SERIES CONVERTIBLE,2023,C,PC,RWD,4,5115,5545,,,,,0,0,,,,BMW#8 SERIES CONVERTIBLE,2023#C
BMW,8 SERIES COUPE,2023,2 DR,PC,AWD,4,4905,5280,,,,,0,0,,,,BMW#8 SERIES COUPE,2023#2 DR
BMW,8 SERIES COUPE,2023,2 DR,PC,RWD,4,4905,5280,,,,,0,0,,,,BMW#8 SERIES COUPE,2023#2 DR
BMW,8 SERIES GRAN COUPE,2023,4 DR,PC,AWD,5,5368,5732,,,,,0,0,,,,BMW#8 SERIES GRAN COUPE,2023#4 DR
BMW,8 SERIES GRAN COUPE,2023,4 DR,PC,RWD,5,5368,5732,,,,,0,0,,,,BMW#8 SERIES GRAN COUPE,2023#4 DR
BMW,ALPINA XB7,2023,SUV,MPV,AWD,7,6989,7253,,,,,0,0,,,,BMW#ALPINA XB7,2023#SUV
BMW,I4 GRAN COUPE,2023,4 DR,PC,AWD,5,5732,6030,,,,,0,0,,,,BMW#I4 GRAN COUPE,2023#4 DR
BMW,I4 GRAN COUPE,2023,4 DR,PC,RWD,5,5732,6030,,,,,0,0,,,,BMW#I4 GRAN COUPE,2023#4 DR
BMW,I7 SEDAN,2023,4 DR,PC,AWD,5,7165,7165,,,,,0,0,,,,BMW#I7 SEDAN,2023#4 DR
BMW,IX,2023,SUV,MPV,AWD,5,6867,6878,,,,,0,0,,,,BMW#IX,2023#SUV
BMW,M3 SEDAN,2023,4 DR,PC,AWD,5,4870,4982,,,,,0,0,,,,BMW#M3 SEDAN,2023#4 DR
BMW,M3 SEDAN,2023,4 DR,PC,RWD,5,4870,4982,,,,,0,0,,,,BMW#M3 SEDAN,2023#4 DR
BMW,M4 CONVERTIBLE,2023,C,PC,AWD,4,5170,5170,,,,,0,0,,,,BMW#M4 CONVERTIBLE,2023#C
BMW,M4 CONVERTIBLE,2023,C,PC,RWD,4,5170,5170,,,,,0,0,,,,BMW#M4 CONVERTIBLE,2023#C
BMW,M4 COUPE,2023,2 DR,PC,AWD,4,4343,4861,,,,,0,0,,,,BMW#M4 COUPE,2023#2 DR
BMW,M4 COUPE,2023,2 DR,PC,RWD,4,4343,4861,,,,,0,0,,,,BMW#M4 COUPE,2023#2 DR
BMW,M5 SEDAN,2023,4 DR,PC,AWD,5,5380,5380,,,,,0,0,,,,BMW#M5 SEDAN,2023#4 DR
BMW,M8 CONVERTIBLE,2023,C,PC,AWD,4,5380,5380,,,,,0,0,,,,BMW#M8 CONVERTIBLE,2023#C
BMW,M8 COUPE,2023,2 DR,PC,AWD,4,5260,5260,,,,,0,0,,,,BMW#M8 COUPE,2023#2 DR
BMW,M8 GRAN COUPE,2023,4 DR,PC,AWD,5,5380,5380,,,,,0,0,,,,BMW#M8 GRAN COUPE,2023#4 DR
BMW,X1,2023,SUV,MPV,AWD,5,4850,4850,WBX73EF00P5W05128,3733,WBX73EF04P5W21137,WBX73EF08P5W19441,0.174,1.22,4,,,BMW#X1,2023#SUV
BMW,X2,2023,SUV,MPV,AWD,5,4597,4795,,,,,0,0,,,,BMW#X2,2023#SUV
BMW,X2,2023,SUV,MPV,FWD,5,4597,4795,,,,,0,0,,,,BMW#X2,2023#SUV
BMW,X3,2023,SUV,MPV,AWD,5,5203,5556,5UXTR9C52KLD94893,4057,5UXTR7C53KLF30114,5UXTR7C57KLF34067,0.171,1.2256,4,,,BMW#X3,2023#SUV
BMW,X3,2023,SUV,MPV,RWD,5,5203,5556,5UXTR9C52KLD94893,4057,5UXTR7C53KLF30114,5UXTR7C57KLF34067,0.172,1.224,4,,,BMW#X3,2023#SUV
BMW,X3 M,2023,SUV,MPV,AWD,5,5512,5512,,,,,0,0,,,,BMW#X3 M,2023#SUV
BMW,X4,2023,SUV,MPV,AWD,5,5379,5512,,,,,0,0,,,,BMW#X4,2023#SUV
BMW,X4 M,2023,SUV,MPV,AWD,5,5512,5512,,,,,0,0,,,,BMW#X4 M,2023#SUV
BMW,X5,2023,SUV,MPV,AWD,7,6122,6559,5UXCR6C52KLK87127,4728,5UXCR6C57KLK79699,5UXCR6C50KLK80029,0.159,1.2506,4,,,BMW#X5,2023#SUV
BMW,X5,2023,SUV,MPV,RWD,7,6122,6559,5UXCR6C52KLK87127,4728,5UXCR6C57KLK79699,5UXCR6C50KLK80029,0.159,,,,,BMW#X5,2023#SUV
BMW,X5 HYBRID,2023,SUV,MPV,AWD,5,6967,6967,,,,,0,0,,,,BMW#X5 HYBRID,2023#SUV
BMW,X5 M,2023,SUV,MPV,AWD,5,6615,6615,,,,,0,0,,,,BMW#X5 M,2023#SUV
BMW,X6,2023,SUV,MPV,AWD,5,6133,6658,,,,,0,0,,,,BMW#X6,2023#SUV
BMW,X6,2023,SUV,MPV,RWD,5,6133,6658,,,,,0,0,,,,BMW#X6,2023#SUV
BMW,X6 M,2023,SUV,MPV,AWD,5,6615,6615,,,,,0,0,,,,BMW#X6 M,2023#SUV
BMW,X7,2023,SUV,MPV,AWD,7,7088,7319,,,,,0,0,,,,BMW#X7,2023#SUV
BMW,Z4,2023,C,PC,RWD,2,3880,4101,,,,,0,0,,,,BMW#Z4,2023#C
BRIGHTDROP,ZEVO 600,2023,CV,TRUCK,AWD,2,9990,11000,,,,,0,0,,,,BRIGHTDROP#ZEVO 600,2023#CV
BUICK,ENCLAVE,2023,SUV,MPV,AWD,7,6173,6173,1GNEVFKW1NJ190413,3414,1GNERGKW4NJ133052,1GNERFKW9NJ191667,0.151,1.27,4,,,BUICK#ENCLAVE,2023#SUV
BUICK,ENCLAVE,2023,SUV,MPV,FWD,7,6173,6173,1GNEVFKW1NJ190413,3414,1GNERGKW4NJ133052,1GNERFKW9NJ191667,0.169,1.23,4,,,BUICK#ENCLAVE,2023#SUV
BUICK,ENCORE GX,2023,SUV,MPV,AWD,5,4211,4409,KL79MRSL2MB047092,3258,KL79MPS2XMB048275,KL4MMBS20LB070343,0.179,1.21,4,,,BUICK#ENCORE GX,2023#SUV
BUICK,ENCORE GX,2023,SUV,MPV,FWD,5,4211,4409,KL79MRSL2MB047092,3258,KL79MPS2XMB048275,KL4MMBS20LB070343,0.185,1.2,4,,,BUICK#ENCORE GX,2023#SUV
BUICK,ENVISION,2023,SUV,MPV,AWD,5,4960,5180,LRBFZMR44MD074029,3848,LRBAZLR4XMD075092,LRBAZLR44MD065223,0.147,1.28,4,,,BUICK#ENVISION,2023#SUV
BUICK,ENVISION,2023,SUV,MPV,FWD,5,4960,5180,LRBFZMR44MD074029,3848,LRBAZLR4XMD075092,LRBAZLR44MD065223,0.169,1.23,4,,,BUICK#ENVISION,2023#SUV
CADILLAC,CT4,2023,4 DR,PC,AWD,5,4430,4875,,,,,0,0,,,,CADILLAC#CT4,2023#4 DR
CADILLAC,CT4,2023,4 DR,PC,RWD,5,4430,4875,,,,,0,0,,,,CADILLAC#CT4,2023#4 DR
CADILLAC,CT4-V,2023,4 DR,PC,AWD,5,4430,4875,,,,,0,0,,,,CADILLAC#CT4-V,2023#4 DR
CADILLAC,CT4-V,2023,4 DR,PC,RWD,5,4430,4875,,,,,0,0,,,,CADILLAC#CT4-V,2023#4 DR
CADILLAC,CT4-V BLACKWING,2023,4 DR,PC,RWD,5,4430,4875,,,,,0,0,,,,CADILLAC#CT4-V BLACKWING,2023#4 DR
CADILLAC,CT5,2023,4 DR,PC,AWD,5,4661,5213,,,,,0,1.33,5,,,CADILLAC#CT5,2023#4 DR
CADILLAC,CT5,2023,4 DR,PC,RWD,5,4661,5213,,,,,0,1.33,5,,,CADILLAC#CT5,2023#4 DR
CADILLAC,CT5-V,2023,4 DR,PC,AWD,5,4661,5213,,,,,0,1.33,5,,,CADILLAC#CT5-V,2023#4 DR
CADILLAC,CT5-V,2023,4 DR,PC,RWD,5,4661,5213,,,,,0,1.33,5,,,CADILLAC#CT5-V,2023#4 DR
CADILLAC,CT5-V BLACKWING,2023,4 DR,PC,RWD,5,4661,5213,,,,,0,1.33,5,,,CADILLAC#CT5-V BLACKWING,2023#4 DR
CADILLAC,CT5 WITH V6,2023,4 DR,PC,AWD,5,4661,5213,,,,,0,1.33,5,,,CADILLAC#CT5 WITH V6,2023#4 DR
CADILLAC,CT5 WITH V6,2023,4 DR,PC,RWD,5,4661,5213,,,,,0,1.33,5,,,CADILLAC#CT5 WITH V6,2023#4 DR
CADILLAC,ESCALADE,2023,SUV,MPV,2WD,8,7400,7700,,,,,0,1.16,3,,,CADILLAC#ESCALADE,2023#SUV
CADILLAC,ESCALADE,2023,SUV,MPV,4WD,8,7400,7700,,,,,0,1.15,3,,,CADILLAC#ESCALADE,2023#SUV
CADILLAC,ESCALADE ESV,2023,SUV,MPV,2WD,8,7600,7700,,,,,0,1.16,3,,,CADILLAC#ESCALADE ESV,2023#SUV
CADILLAC,ESCALADE ESV,2023,SUV,MPV,4WD,8,7600,7700,,,,,0,1.15,3,,,CADILLAC#ESCALADE ESV,2023#SUV
CADILLAC,LYRIQ,2023,SUV,MPV,RWD,5,6724,6945,,,,,0,0,,,,CADILLAC#LYRIQ,2023#SUV
CADILLAC,XT4,2023,SUV,MPV,AWD,5,4960,5390,1GYFZBR44KF120993,3806,1GYAZAR45KF122319,1GYAZAR45KF122319,0.154,1.2633,4,,,CADILLAC#XT4,2023#SUV
CADILLAC,XT4,2023,SUV,MPV,FWD,5,4960,5390,1GYFZBR44KF120993,3806,1GYAZAR45KF122319,1GYAZAR45KF122319,0.167,1.2345,4,,,CADILLAC#XT4,2023#SUV
CADILLAC,XT5,2023,SUV,MPV,AWD,5,6001,6001,1GYKNDRS7LZ121480,4310,1GYKNARSXHZ117803,1GYKNARSXHZ118353,0.151,1.27,4,,,CADILLAC#XT5,2023#SUV
CADILLAC,XT5,2023,SUV,MPV,FWD,5,6001,6001,1GYKNDRS7LZ121480,4310,1GYKNARSXHZ117803,1GYKNARSXHZ118353,0.169,1.23,4,,,CADILLAC#XT5,2023#SUV
CADILLAC,XT6,2023,SUV,MPV,AWD,7,6001,6001,1GYKPDRSXLZ114968,4675,1GYKPAR47MZ126903,1GYKPAR40MZ126631,0.155,1.26,4,,,CADILLAC#XT6,2023#SUV
CADILLAC,XT6,2023,SUV,MPV,FWD,7,6001,6001,1GYKPDRSXLZ114968,4675,1GYKPAR47MZ126903,1GYKPAR40MZ126631,0.164,1.24,4,,,CADILLAC#XT6,2023#SUV
CHEVROLET,BLAZER,2023,SUV,MPV,AWD,5,6001,6001,,,,,0,1.28,4,,,CHEVROLET#BLAZER,2023#SUV
CHEVROLET,BLAZER,2023,SUV,MPV,FWD,5,6001,6001,,,,,0,1.26,4,,,CHEVROLET#BLAZER,2023#SUV
CHEVROLET,BOLT EUV,2023,SUV,PC,FWD,5,4711,4711,1G1FY6S06N4117657,3670,1G1FY6S01N4115525,1G1FY6S04N4117706,0.107,1.42,4,,,CHEVROLET#BOLT EUV,2023#SUV
CHEVROLET,BOLT EV,2023,5 HB,PC,FWD,5,4672,4672,1G1FW6S09N4125287,5680,1G1FW6S00N4122780,1G1FW6S03N4123454,0.097,1.47,5,,,CHEVROLET#BOLT EV,2023#5 HB
CHEVROLET,CAMARO LT1 WITHOUT RECARO,2023,2 DR,PC,RWD,4,4114,4743,1G1FF1R78J0106768,3709,1G1FA1RX9H0113026,1G1FA1RXXH0116310,0.083,1.56,5,,,CHEVROLET#CAMARO LT1 WITHOUT RECARO,2023#2 DR
CHEVROLET,CAMARO LT1 WITHOUT RECARO,2023,C,PC,RWD,4,4426,4888,,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO LT1 WITHOUT RECARO,2023#C
CHEVROLET,CAMARO LT1 WITH RECARO,2023,2 DR,PC,RWD,4,4114,4743,1G1FF1R78J0106768,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO LT1 WITH RECARO,2023#2 DR
CHEVROLET,CAMARO LT1 WITH RECARO,2023,C,PC,RWD,4,4426,4888,,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO LT1 WITH RECARO,2023#C
CHEVROLET,CAMARO SS WITHOUT RECARO,2023,C,PC,RWD,4,4426,4888,,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO SS WITHOUT RECARO,2023#C
CHEVROLET,CAMARO SS WITHOUT RECARO,2023,2 DR,PC,RWD,4,4114,4743,1G1FF1R78J0106768,3709,1G1FA1RX9H0113026,1G1FA1RXXH0116310,0.083,1.56,5,,,CHEVROLET#CAMARO SS WITHOUT RECARO,2023#2 DR
CHEVROLET,CAMARO SS WITH RECARO,2023,2 DR,PC,RWD,4,4114,4743,1G1FF1R78J0106768,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO SS WITH RECARO,2023#2 DR
CHEVROLET,CAMARO SS WITH RECARO,2023,C,PC,RWD,4,4426,4888,,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO SS WITH RECARO,2023#C
CHEVROLET,CAMARO WITHOUT RECARO,2023,2 DR,PC,RWD,4,4114,4743,1G1FB1RX1H0110232,3300,1G1FA1RX9H0113026,1G1FA1RXXH0116310,0.083,1.5612,5,,,CHEVROLET#CAMARO WITHOUT RECARO,2023#2 DR
CHEVROLET,CAMARO WITHOUT RECARO,2023,C,PC,RWD,4,4426,4888,,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO WITHOUT RECARO,2023#C
CHEVROLET,CAMARO WITH RECARO,2023,2 DR,PC,RWD,4,4114,4743,1G1FB1RX1H0110232,3300,,,0.083,1.5612,5,,,CHEVROLET#CAMARO WITH RECARO,2023#2 DR
CHEVROLET,CAMARO WITH RECARO,2023,C,PC,RWD,4,4426,4888,,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO WITH RECARO,2023#C
CHEVROLET,CAMARO ZL1 WITH RECARO,2023,2 DR,PC,RWD,4,4114,4743,1G1FF1R78J0106768,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO ZL1 WITH RECARO,2023#2 DR
CHEVROLET,CAMARO ZL1 WITH RECARO,2023,C,PC,RWD,4,4426,4888,,3709,,,0.083,1.56,5,,,CHEVROLET#CAMARO ZL1 WITH RECARO,2023#C
CHEVROLET,COLORADO,2023,PU/CC,TRUCK,4WD,5,5800,6250,1GCPTCEK0P1144654,4690,1GCGSBEC0P1168829,1GCGSBEC8P1150773,0,0,3,,,CHEVROLET#COLORADO,2023#PU/CC
CHEVROLET,COLORADO,2023,PU/CC,TRUCK,RWD,5,5800,6250,1GCPTCEK0P1144654,4690,1GCGSBEC0P1168829,1GCGSBEC8P1150773,0,0,3,,,CHEVROLET#COLORADO,2023#PU/CC
CHEVROLET,CORVETTE,2023,2 DR,PC,RWD,2,3991,4234,,,,,0,0,,,,CHEVROLET#CORVETTE,2023#2 DR
CHEVROLET,CORVETTE,2023,C,PC,RWD,2,4068,4322,,,,,0,0,,,,CHEVROLET#CORVETTE,2023#C
CHEVROLET,EQUINOX,2023,SUV,MPV,AWD,5,4464,4630,2GNAXREV1J6188973,3476,2GNAXJEV9J6299160,3GNAXHEV1JS513746,0.164,1.24,4,,,CHEVROLET#EQUINOX,2023#SUV
CHEVROLET,EQUINOX,2023,SUV,MPV,FWD,5,4464,4630,2GNAXREV1J6188973,3476,2GNAXJEV9J6299160,3GNAXHEV1JS513746,0.185,1.2,4,,,CHEVROLET#EQUINOX,2023#SUV
CHEVROLET,EXPRESS CARGO 2500,2023,CV,TRUCK,RWD,5,8600,8600,,,,,0,0,,,,CHEVROLET#EXPRESS CARGO 2500,2023#CV
CHEVROLET,EXPRESS CARGO 3500,2023,CV,TRUCK,RWD,5,9600,9925,,,,,0,0,,,,CHEVROLET#EXPRESS CARGO 3500,2023#CV
CHEVROLET,EXPRESS PASSENGER 2500,2023,PV,BUS,RWD,12,8600,8600,,,,,0.292,1.08,3,,,CHEVROLET#EXPRESS PASSENGER 2500,2023#PV
CHEVROLET,EXPRESS PASSENGER 3500 - 12 PASSENGER,2023,PV,BUS,RWD,12,9600,9925,,,,,0.292,1.08,3,,,CHEVROLET#EXPRESS PASSENGER 3500 - 12 PASSENGER,2023#PV
CHEVROLET,EXPRESS PASSENGER 3500 - 15 PASSENGER,2023,PV,BUS,RWD,15,9600,9925,,,,,0.279,1.09,3,,,CHEVROLET#EXPRESS PASSENGER 3500 - 15 PASSENGER,2023#PV
CHEVROLET,MALIBU,2023,4 DR,PC,FWD,5,4043,4453,1G1ZB5STXLF009126,3821,1G1ZG5ST8PF129725,1G1ZD5ST9PF127071,0.103,1.44,4,,,CHEVROLET#MALIBU,2023#4 DR
CHEVROLET,SILVERADO 1500,2023,PU/RC,TRUCK,4WD,3,6700,6900,,5102,1GCRWAEH6KZ198995,1GCRWAEF1KZ186140,0.198,1.18,4,,,CHEVROLET#SILVERADO 1500,2023#PU/RC
CHEVROLET,SILVERADO 1500,2023,PU/EC,TRUCK,4WD,6,6800,7300,,5102,1GCRWAEH6KZ198995,1GCRWAEF1KZ186140,0.198,1.18,4,,,CHEVROLET#SILVERADO 1500,2023#PU/EC
CHEVROLET,SILVERADO 1500,2023,PU/CC,TRUCK,4WD,6,6800,7300,3GCPDBEK4NG518396,3414,1GCPWCEDXKZ110563,1GCPWCED4KZ130811,0.198,1.18,4,,,CHEVROLET#SILVERADO 1500,2023#PU/CC
CHEVROLET,SILVERADO 1500,2023,PU/CC,TRUCK,RWD,6,6800,7300,3GCPDBEK4NG518396,3414,1GCPWCEDXKZ110563,1GCPWCED4KZ130811,0.191,1.19,4,,,CHEVROLET#SILVERADO 1500,2023#PU/CC
CHEVROLET,SILVERADO 1500,2023,PU/EC,TRUCK,RWD,6,6800,7300,,5102,1GCRWAEH6KZ198995,1GCRWAEF1KZ186140,0.191,1.19,4,,,CHEVROLET#SILVERADO 1500,2023#PU/EC
CHEVROLET,SILVERADO 1500,2023,PU/RC,TRUCK,RWD,3,6700,6900,,5102,1GCRWAEH6KZ198995,1GCRWAEF1KZ186140,0.191,1.19,4,,,CHEVROLET#SILVERADO 1500,2023#PU/RC
CHEVROLET,SILVERADO 2500,2023,PU/EC,TRUCK,4WD,6,10000,11450,,,,,0,0,,,,CHEVROLET#SILVERADO 2500,2023#PU/EC
CHEVROLET,SILVERADO 2500,2023,PU/CC,TRUCK,4WD,6,10000,11550,,,,,0,0,,,,CHEVROLET#SILVERADO 2500,2023#PU/CC
CHEVROLET,SILVERADO 2500,2023,PU/RC,TRUCK,4WD,3,9900,11025,,,,,0,0,,,,CHEVROLET#SILVERADO 2500,2023#PU/RC
CHEVROLET,SILVERADO 2500,2023,PU/CC,TRUCK,RWD,6,10000,11550,,,,,0,0,,,,CHEVROLET#SILVERADO 2500,2023#PU/CC
CHEVROLET,SILVERADO 2500,2023,PU/RC,TRUCK,RWD,3,9900,11025,,,,,0,0,,,,CHEVROLET#SILVERADO 2500,2023#PU/RC
CHEVROLET,SILVERADO 2500,2023,PU/EC,TRUCK,RWD,6,10000,11450,,,,,0,0,,,,CHEVROLET#SILVERADO 2500,2023#PU/EC
CHEVROLET,SUBURBAN,2023,SUV,MPV,2WD,9,7500,7700,,,,,0,1.16,3,,,CHEVROLET#SUBURBAN,2023#SUV
CHEVROLET,SUBURBAN,2023,SUV,MPV,4WD,9,7500,7700,,,,,0,1.15,3,,,CHEVROLET#SUBURBAN,2023#SUV
CHEVROLET,TAHOE,2023,SUV,MPV,2WD,9,7400,7600,,,,,0,1.16,3,,,CHEVROLET#TAHOE,2023#SUV
CHEVROLET,TAHOE,2023,SUV,MPV,4WD,9,7400,7600,,,,,0,1.15,3,,,CHEVROLET#TAHOE,2023#SUV
CHEVROLET,TRAILBLAZER,2023,SUV,MPV,AWD,5,4189,4409,KL79MRSL2MB047092,3258,KL79MPS2XMB048275,KL4MMBS20LB070343,0.179,1.21,4,,,CHEVROLET#TRAILBLAZER,2023#SUV
CHEVROLET,TRAILBLAZER,2023,SUV,MPV,FWD,5,4189,4409,KL79MRSL2MB047092,3258,KL79MPS2XMB048275,KL4MMBS20LB070343,0.185,1.2,4,,,CHEVROLET#TRAILBLAZER,2023#SUV
CHEVROLET,TRAVERSE,2023,SUV,MPV,AWD,8,6173,6173,1GNEVFKW1NJ190413,3414,1GNERGKW4NJ133052,1GNERFKW9NJ191667,0.151,1.27,4,,,CHEVROLET#TRAVERSE,2023#SUV
CHEVROLET,TRAVERSE,2023,SUV,MPV,FWD,8,6173,6173,1GNEVFKW1NJ190413,3414,1GNERGKW4NJ133052,1GNERFKW9NJ191667,0.169,1.23,4,,,CHEVROLET#TRAVERSE,2023#SUV
CHRYSLER,300,2023,4 DR,PC,AWD,5,5100,5350,2C3CCARG6GH117036,4220,2C3CCAAG4GH134994,2C3CCAAG0GH134975,0.113,1.39,4,,,CHRYSLER#300,2023#4 DR
CHRYSLER,300,2023,4 DR,PC,RWD,5,5100,5350,2C3CCARG6GH117036,4220,2C3CCAAG4GH134994,2C3CCAAG0GH134975,0.113,1.39,4,,,CHRYSLER#300,2023#4 DR
CHRYSLER,PACIFICA,2023,PV,MPV,FWD,"7
8",6055,6055,2C4RC1CG3HR529408,4299,2C4RC1CG3HR531997,2C4RC1CG9HR522057,0.116,1.38,4,,,CHRYSLER#PACIFICA,2023#PV
CHRYSLER,PACIFICA AWD,2023,PV,MPV,AWD,7,6300,6300,2C4RC1CG3HR529408,4299,2C4RC1CG3HR531997,2C4RC1CG9HR522057,0.116,,,,,CHRYSLER#PACIFICA AWD,2023#PV
CHRYSLER,PACIFICA HYBRID,2023,PV,MPV,FWD,7,6300,6300,2C4RC1L70LR242553,5009,2C4RC1L72LR196272,2C4RC1L70LR173542,0.109,1.41,4,,,CHRYSLER#PACIFICA HYBRID,2023#PV
