MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,NUM_OF_SEATING,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,FRNT_VIN,CURB_WEIGHT,SIDE_VIN,POLE_VIN,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA,PK,SK
PORSCHE,CAYENNE,2023,SUV,MPV,AWD,5,6239,6239,,,,,0,0,,,,PORSCHE#CAYENNE,2023#SUV
PORSCHE,CAYENNE COUPE,2023,SUV,MPV,AWD,5,6162,6162,,,,,0,0,,,,PORSCHE#CAYENNE COUPE,2023#SUV
PORSCHE,CAYENNE COUPE PLATINUM EDITION,2023,SUV,MPV,AWD,5,6162,6162,,,,,0,0,,,,PORSCHE#CAYENNE COUPE PLATINUM EDITION,2023#SUV
PORSCHE,CAYENNE E-HYBRID,2023,SUV,MPV,AWD,5,6680,6680,,,,,0,0,,,,PORSCHE#CAYENNE E-HYBRID,2023#SUV
PORSCHE,CAYENNE E-HYBRID COUPE,2023,SUV,MPV,AWD,5,6735,6735,,,,,0,0,,,,PORSCHE#CAYENNE E-HYBRID COUPE,2023#SUV
PORSCHE,CAYENNE E-HYBRID COUPE PLATINUM EDITION,2023,SUV,MPV,AWD,5,6735,6735,,,,,0,0,,,,PORSCHE#CAYENNE E-HYBRID COUPE PLATINUM EDITION,2023#SUV
PORSCHE,CAYENNE E-HYBRID PLATINUM EDITION,2023,SUV,MPV,AWD,5,6680,6680,,,,,0,0,,,,PORSCHE#CAYENNE E-HYBRID PLATINUM EDITION,2023#SUV
PORSCHE,CAYENNE GTS,2023,SUV,MPV,AWD,5,6305,6305,,,,,0,0,,,,PORSCHE#CAYENNE GTS,2023#SUV
PORSCHE,CAYENNE GTS COUPE,2023,SUV,MPV,AWD,5,6283,6283,,,,,0,0,,,,PORSCHE#CAYENNE GTS COUPE,2023#SUV
PORSCHE,CAYENNE PLATINUM EDITION,2023,SUV,MPV,AWD,5,6239,6239,,,,,0,0,,,,PORSCHE#CAYENNE PLATINUM EDITION,2023#SUV
PORSCHE,CAYENNE S,2023,SUV,MPV,AWD,5,6261,6261,,,,,0,0,,,,PORSCHE#CAYENNE S,2023#SUV
PORSCHE,CAYENNE S COUPE,2023,SUV,MPV,AWD,5,6228,6228,,,,,0,0,,,,PORSCHE#CAYENNE S COUPE,2023#SUV
PORSCHE,CAYENNE S COUPE PLATINUM EDITION,2023,SUV,MPV,AWD,5,6228,6228,,,,,0,0,,,,PORSCHE#CAYENNE S COUPE PLATINUM EDITION,2023#SUV
PORSCHE,CAYENNE S PLATINUM EDITION,2023,SUV,MPV,AWD,5,6261,6261,,,,,0,0,,,,PORSCHE#CAYENNE S PLATINUM EDITION,2023#SUV
PORSCHE,CAYENNE TURBO,2023,SUV,MPV,AWD,5,6471,6471,,,,,0,0,,,,PORSCHE#CAYENNE TURBO,2023#SUV
PORSCHE,CAYENNE TURBO COUPE,2023,SUV,MPV,AWD,5,6426,6426,,,,,0,0,,,,PORSCHE#CAYENNE TURBO COUPE,2023#SUV
PORSCHE,CAYENNE TURBO GT,2023,SUV,MPV,AWD,4,6096,6096,,,,,0,0,,,,PORSCHE#CAYENNE TURBO GT,2023#SUV
PORSCHE,CAYENNE TURBO S E-HYBRID,2023,SUV,MPV,AWD,5,6779,6779,,,,,0,0,,,,PORSCHE#CAYENNE TURBO S E-HYBRID,2023#SUV
PORSCHE,CAYENNE TURBO S E-HYBRID COUPE,2023,SUV,MPV,AWD,5,6823,6823,,,,,0,0,,,,PORSCHE#CAYENNE TURBO S E-HYBRID COUPE,2023#SUV
PORSCHE,MACAN,2023,SUV,MPV,AWD,5,5534,5534,,,,,0,0,,,,PORSCHE#MACAN,2023#SUV
PORSCHE,MACAN GTS,2023,SUV,MPV,AWD,5,5688,5688,,,,,0,0,,,,PORSCHE#MACAN GTS,2023#SUV
PORSCHE,MACAN S,2023,SUV,MPV,AWD,5,5688,5688,,,,,0,0,,,,PORSCHE#MACAN S,2023#SUV
PORSCHE,MACAN T,2023,SUV,MPV,AWD,5,5534,5534,,,,,0,0,,,,PORSCHE#MACAN T,2023#SUV
PORSCHE,PANAMERA,2023,4 DR,PC,RWD,5,5545,5545,,,,,0,0,,,,PORSCHE#PANAMERA,2023#4 DR
PORSCHE,PANAMERA 4,2023,4 DR,PC,AWD,5,5423,5622,,,,,0,0,,,,PORSCHE#PANAMERA 4,2023#4 DR
PORSCHE,PANAMERA 4 E-HYBRID,2023,4 DR,PC,AWD,5,5975,6140,,,,,0,0,,,,PORSCHE#PANAMERA 4 E-HYBRID,2023#4 DR
PORSCHE,PANAMERA 4 E-HYBRID EXECUTIVE,2023,4 DR,PC,AWD,5,6118,6118,,,,,0,0,,,,PORSCHE#PANAMERA 4 E-HYBRID EXECUTIVE,2023#4 DR
PORSCHE,PANAMERA 4 E-HYBRID PLATINUM EDITION,2023,4 DR,PC,AWD,5,5975,6140,,,,,0,0,,,,PORSCHE#PANAMERA 4 E-HYBRID PLATINUM EDITION,2023#4 DR
PORSCHE,PANAMERA 4 E-HYBRID SPORT TURISMO,2023,SW,PC,AWD,5,6030,6195,,,,,0,0,,,,PORSCHE#PANAMERA 4 E-HYBRID SPORT TURISMO,2023#SW
PORSCHE,PANAMERA 4 EXECUTIVE,2023,4 DR,PC,AWD,5,5523,5523,,,,,0,0,,,,PORSCHE#PANAMERA 4 EXECUTIVE,2023#4 DR
PORSCHE,PANAMERA 4 PLATINUM EDITION,2023,4 DR,PC,AWD,5,5423,5622,,,,,0,0,,,,PORSCHE#PANAMERA 4 PLATINUM EDITION,2023#4 DR
PORSCHE,PANAMERA 4S,2023,4 DR,PC,AWD,5,5523,5710,,,,,0,0,,,,PORSCHE#PANAMERA 4S,2023#4 DR
PORSCHE,PANAMERA 4S E-HYBRID,2023,4 DR,PC,AWD,5,6063,6228,,,,,0,0,,,,PORSCHE#PANAMERA 4S E-HYBRID,2023#4 DR
PORSCHE,PANAMERA 4S E-HYBRID EXECUTIVE,2023,4 DR,PC,AWD,5,6195,6195,,,,,0,0,,,,PORSCHE#PANAMERA 4S E-HYBRID EXECUTIVE,2023#4 DR
PORSCHE,PANAMERA 4S E-HYBRID SPORT TURISMO,2023,SW,PC,AWD,5,6085,6250,,,,,0,0,,,,PORSCHE#PANAMERA 4S E-HYBRID SPORT TURISMO,2023#SW
PORSCHE,PANAMERA 4S EXECUTIVE,2023,4 DR,PC,AWD,5,5611,5611,,,,,0,0,,,,PORSCHE#PANAMERA 4S EXECUTIVE,2023#4 DR
PORSCHE,PANAMERA 4 SPORT TURISMO,2023,SW,PC,AWD,5,5534,5699,,,,,0,0,,,,PORSCHE#PANAMERA 4 SPORT TURISMO,2023#SW
PORSCHE,PANAMERA 4S SPORT TURISMO,2023,SW,PC,AWD,5,5600,5765,,,,,0,0,,,,PORSCHE#PANAMERA 4S SPORT TURISMO,2023#SW
PORSCHE,PANAMERA GTS,2023,4 DR,PC,RWD,5,5699,5875,,,,,0,0,,,,PORSCHE#PANAMERA GTS,2023#4 DR
PORSCHE,PANAMERA GTS SPORT TURISMO,2023,SW,PC,RWD,5,5765,5952,,,,,0,0,,,,PORSCHE#PANAMERA GTS SPORT TURISMO,2023#SW
PORSCHE,PANAMERA PLATINUM EDITION,2023,4 DR,PC,RWD,5,5545,5545,,,,,0,0,,,,PORSCHE#PANAMERA PLATINUM EDITION,2023#4 DR
PORSCHE,PANAMERA TURBO S,2023,4 DR,PC,AWD,5,5699,5875,,,,,0,0,,,,PORSCHE#PANAMERA TURBO S,2023#4 DR
PORSCHE,PANAMERA TURBO S E-HYBRID,2023,4 DR,PC,AWD,5,6195,6349,,,,,0,0,,,,PORSCHE#PANAMERA TURBO S E-HYBRID,2023#4 DR
PORSCHE,PANAMERA TURBO S E-HYBRID EXECUTIVE,2023,4 DR,PC,AWD,5,6360,6360,,,,,0,0,,,,PORSCHE#PANAMERA TURBO S E-HYBRID EXECUTIVE,2023#4 DR
PORSCHE,PANAMERA TURBO S E-HYBRID SPORT TURISMO,2023,SW,PC,AWD,5,6261,6371,,,,,0,0,,,,PORSCHE#PANAMERA TURBO S E-HYBRID SPORT TURISMO,2023#SW
PORSCHE,PANAMERA TURBO S EXECUTIVE,2023,4 DR,PC,AWD,5,5809,5809,,,,,0,0,,,,PORSCHE#PANAMERA TURBO S EXECUTIVE,2023#4 DR
PORSCHE,PANAMERA TURBO S SPORT TURISMO,2023,SW,PC,AWD,5,5754,5930,,,,,0,0,,,,PORSCHE#PANAMERA TURBO S SPORT TURISMO,2023#SW
PORSCHE,TAYCAN,2023,4 DR,PC,RWD,5,6162,6162,,,,,0,0,,,,PORSCHE#TAYCAN,2023#4 DR
PORSCHE,TAYCAN 4 CROSS TURISMO,2023,SW,PC,AWD,5,6360,6360,,,,,0,0,,,,PORSCHE#TAYCAN 4 CROSS TURISMO,2023#SW
PORSCHE,TAYCAN 4S,2023,4 DR,PC,AWD,5,6349,6349,,,,,0,0,,,,PORSCHE#TAYCAN 4S,2023#4 DR
PORSCHE,TAYCAN 4S CROSS TURISMO,2023,SW,PC,AWD,5,6360,6360,,,,,0,0,,,,PORSCHE#TAYCAN 4S CROSS TURISMO,2023#SW
PORSCHE,TAYCAN GTS,2023,4 DR,PC,AWD,5,6283,6283,,,,,0,0,,,,PORSCHE#TAYCAN GTS,2023#4 DR
PORSCHE,TAYCAN GTS SPORT TURISMO,2023,SW,PC,AWD,5,6338,6338,,,,,0,0,,,,PORSCHE#TAYCAN GTS SPORT TURISMO,2023#SW
PORSCHE,TAYCAN TURBO,2023,4 DR,PC,AWD,5,6379,6379,,,,,0,0,,,,PORSCHE#TAYCAN TURBO,2023#4 DR
PORSCHE,TAYCAN TURBO CROSS TURISMO,2023,SW,PC,AWD,5,6349,6349,,,,,0,0,,,,PORSCHE#TAYCAN TURBO CROSS TURISMO,2023#SW
PORSCHE,TAYCAN TURBO S,2023,4 DR,PC,AWD,5,6327,6327,,,,,0,0,,,,PORSCHE#TAYCAN TURBO S,2023#4 DR
PORSCHE,TAYCAN TURBO S CROSS TURISMO,2023,SW,PC,AWD,5,6349,6349,,,,,0,0,,,,PORSCHE#TAYCAN TURBO S CROSS TURISMO,2023#SW
RAM,1500 CREW CAB,2023,PU/CC,TRUCK,4WD,6,6900,7100,1C6SRFNT6KN804871,5397,1C6RREGG6KN751002,1C6RREGG4KN751001,0.198,1.18,4,,,RAM#1500 CREW CAB,2023#PU/CC
RAM,1500 CREW CAB,2023,PU/CC,TRUCK,RWD,6,6900,7100,1C6SRFNT6KN804871,5397,1C6RREGG6KN751002,1C6RREGG4KN751001,0.198,1.18,4,,,RAM#1500 CREW CAB,2023#PU/CC
RAM,1500 CREW CAB TRX,2023,PU/CC,TRUCK,4WD,5,7800,7800,,,,,0,0,,,,RAM#1500 CREW CAB TRX,2023#PU/CC
RAM,1500 QUAD CAB,2023,PU/EC,TRUCK,4WD,6,6900,7100,1C6SRFCT0KN652265,5245,1C6RRECT5KN666249,1C6RRECT2KN666256,0.198,1.18,4,,,RAM#1500 QUAD CAB,2023#PU/EC
RAM,1500 QUAD CAB,2023,PU/EC,TRUCK,RWD,6,6900,7100,1C6SRFCT0KN652265,4963,1C6RRECT5KN666249,1C6RRECT2KN666256,0.198,1.18,4,,,RAM#1500 QUAD CAB,2023#PU/EC
RAM,2500 CREW CAB,2023,PU/CC,TRUCK,4WD,6,8510,10000,3C6UR5HJ9MG502676,6879,3C6UR4CJ5LG142242,3C6UR4CJ4LG199919,0.292,1.08,3,,,RAM#2500 CREW CAB,2023#PU/CC
RAM,2500 CREW CAB,2023,PU/CC,TRUCK,RWD,6,8510,10000,3C6UR5HJ9MG502676,6879,3C6UR4CJ5LG142242,3C6UR4CJ4LG199919,0.198,1.18,4,,,RAM#2500 CREW CAB,2023#PU/CC
RAM,2500 MEGA CAB,2023,PU/CC,TRUCK,4WD,6,9000,10000,,6849,,,0.292,1.08,3,,,RAM#2500 MEGA CAB,2023#PU/CC
RAM,2500 REGULAR CAB,2023,PU/RC,TRUCK,4WD,3,9000,10000,,6849,,,0.292,1.08,3,,,RAM#2500 REGULAR CAB,2023#PU/RC
RAM,2500 REGULAR CAB,2023,PU/RC,TRUCK,RWD,3,9000,10000,,6849,,,0.198,1.18,4,,,RAM#2500 REGULAR CAB,2023#PU/RC
RAM,PROMASTER,2023,CV,TRUCK,FWD,3,8550,9350,,,,,0,0,,,,RAM#PROMASTER,2023#CV
RAM,RAM 1500 CLASSIC CREW CAB,2023,PU/CC,TRUCK,4WD,"5
6",6800,6950,1C6RD7LTXCS114260,5441,1C6RR6LT4LS127775,1C6RR6LT2LS127774,0.219,1.15,3,,,RAM#RAM 1500 CLASSIC CREW CAB,2023#PU/CC
RAM,RAM 1500 CLASSIC CREW CAB,2023,PU/CC,TRUCK,RWD,"5
6",6800,6950,1C6RD7LTXCS114260,5441,1C6RR6LT4LS127775,1C6RR6LT2LS127774,0.198,1.18,4,,,RAM#RAM 1500 CLASSIC CREW CAB,2023#PU/CC
RAM,RAM 1500 CLASSIC QUAD CAB,2023,PU/EC,TRUCK,4WD,"5
6",6800,6950,1C6RD7FTXCS144581,5331,1C6RR6FG6KS521307,1C6RR6FG1KS500526,0.219,1.15,3,,,RAM#RAM 1500 CLASSIC QUAD CAB,2023#PU/EC
RAM,RAM 1500 CLASSIC QUAD CAB,2023,PU/EC,TRUCK,RWD,"5
6",6800,6950,1C6RD7FTXCS144581,5331,1C6RR6FG6KS521307,1C6RR6FG1KS500526,0.198,1.18,4,,,RAM#RAM 1500 CLASSIC QUAD CAB,2023#PU/EC
RAM,RAM 1500 CLASSIC REGULAR CAB,2023,PU/RC,TRUCK,4WD,"2
3",6010,6600,1C6RD7FTXCS144581,5331,1C6RR6FG6KS521307,1C6RR6FG1KS500526,0.219,1.15,3,,,RAM#RAM 1500 CLASSIC REGULAR CAB,2023#PU/RC
RAM,RAM 1500 CLASSIC REGULAR CAB,2023,PU/RC,TRUCK,RWD,"2
3",6010,6600,1C6RD7FTXCS144581,5331,1C6RR6FG6KS521307,1C6RR6FG1KS500526,0.198,1.18,4,,,RAM#RAM 1500 CLASSIC REGULAR CAB,2023#PU/RC
RIVIAN,EDV 500,2023,CV,TRUCK,FWD,2,9350,9350,,,,,0,0,,,,RIVIAN#EDV 500,2023#CV
RIVIAN,EDV 700,2023,CV,TRUCK,FWD,2,9350,9350,,,,,0,0,,,,RIVIAN#EDV 700,2023#CV
RIVIAN,R1S,2023,SUV,MPV,AWD,7,8532,8532,,,,,0.127,1.34,4,,,RIVIAN#R1S,2023#SUV
RIVIAN,R1T,2023,PU/CC,TRUCK,AWD,5,8532,8532,,,,,0,0,,,,RIVIAN#R1T,2023#PU/CC
ROLLS-ROYCE,CULLINAN,2023,SUV,MPV,AWD,5,7253,7253,,,,,0,0,,,,ROLLS-ROYCE#CULLINAN,2023#SUV
ROLLS-ROYCE,GHOST,2023,4 DR,PC,RWD,5,6812,6812,,,,,0,0,,,,ROLLS-ROYCE#GHOST,2023#4 DR
ROLLS-ROYCE,GHOST EWB,2023,4 DR,PC,RWD,5,6834,6834,,,,,0,0,,,,ROLLS-ROYCE#GHOST EWB,2023#4 DR
ROLLS-ROYCE,PHANTOM,2023,4 DR,PC,RWD,5,7066,7066,,,,,0,0,,,,ROLLS-ROYCE#PHANTOM,2023#4 DR
ROLLS-ROYCE,PHANTOM EWB,2023,4 DR,PC,RWD,5,7198,7198,,,,,0,0,,,,ROLLS-ROYCE#PHANTOM EWB,2023#4 DR
SUBARU,ASCENT,2023,SUV,MPV,AWD,8,6000,6000,4S4WMAADXK3401011,4422,4S4WMAAD8K3408748,4S4WMAAD0K3401874,0.17,1.2274,4,,,SUBARU#ASCENT,2023#SUV
SUBARU,BRZ,2023,2 DR,PC,RWD,4,3682,3748,,,,,0,0,,,,SUBARU#BRZ,2023#2 DR
SUBARU,CROSSTREK,2023,SW,MPV,AWD,5,4343,4376,JF2GTAAC3JH212058,3175,JF2GTAAC3J9210580,4S3GKAB64H3601583,0.156,1.2571,4,,,SUBARU#CROSSTREK,2023#SW
SUBARU,CROSSTREK HYBRID,2023,SW,MPV,AWD,5,4901,4901,,,,,0,0,,,,SUBARU#CROSSTREK HYBRID,2023#SW
SUBARU,FORESTER,2023,SUV,MPV,AWD,5,4891,4891,JF2SKAAC4KH403969,3452,JF2SKACC7KH409066,JF2SKACC3KH409372,0.169,1.2292,4,,,SUBARU#FORESTER,2023#SUV
SUBARU,FORESTER WILDERNESS,2023,SUV,MPV,AWD,5,4891,4891,JF2SKAAC4KH403969,3452,JF2SKACC7KH409066,JF2SKACC3KH409372,0.169,,,,,SUBARU#FORESTER WILDERNESS,2023#SUV
SUBARU,IMPREZA,2023,SW,PC,AWD,5,4299,4299,4S3GTAA65J3736219,3047,4S3GKAA67H3601059,4S3GKAB64H3601583,0.095,1.48,5,,,SUBARU#IMPREZA,2023#SW
SUBARU,IMPREZA,2023,4 DR,PC,AWD,5,4299,4299,4S3GTAA65J3736219,3047,4S3GKAA67H3601059,4S3GKAB64H3601583,0.095,1.48,5,,,SUBARU#IMPREZA,2023#4 DR
SUBARU,LEGACY,2023,4 DR,PC,AWD,5,4630,4806,4S4BTACC1M3102371,3628,4S3BWAB6XL3002999,4S3BWAC63L3002275,0.101,1.45,5,,,SUBARU#LEGACY,2023#4 DR
SUBARU,OUTBACK,2023,SW,MPV,AWD,5,4850,5026,4S4BTACC1M3102371,3628,4S4BTACC8L3113771,4S4BTACCXL3106725,0.185,1.2,4,,,SUBARU#OUTBACK,2023#SW
SUBARU,OUTBACK WILDERNESS,2023,SW,MPV,AWD,5,5026,5026,4S4BTACC1M3102371,3628,4S4BTACC8L3113771,4S4BTACCXL3106725,0.185,,,,,SUBARU#OUTBACK WILDERNESS,2023#SW
SUBARU,Solterra,2023,SUV,MPV,AWD,5,5620,5620,JTMABABA4PA007001,4391,JTMABABA1PA006257,JTMABABA4PA006284,0.116,1.38,4,,,SUBARU#Solterra,2023#SUV
SUBARU,WRX,2023,4 DR,PC,AWD,5,4620,4620,JF1VBAA64N9018163,3320,JF1VBAF6XN9015471,JF1VBAF60N9017634,0.09,1.51,5,,,SUBARU#WRX,2023#4 DR
TESLA,MODEL 3,2023,4 DR,PC,AWD,5,4883,4895,5YJ3E1EB7KF359414,4059,5YJ3E1EA1JF061138,5YJ3E1EAXJF061252,0.066,1.71,5,,,TESLA#MODEL 3,2023#4 DR
TESLA,MODEL 3,2023,4 DR,PC,RWD,5,4883,4895,5YJ3E1EA5JF061210,0,5YJ3E1EA1JF061138,5YJ3E1EAXJF061252,0.066,1.71,5,,,TESLA#MODEL 3,2023#4 DR
TESLA,MODEL S (ALL VARIANTS),2023,SUV Early Release,PC,AWD,5,5842,5842,,4321,,,0.057,1.83,5,,,TESLA#MODEL S (ALL VARIANTS),2023#SUV Early Release
TESLA,MODEL S (ALL VARIANTS) LATER RELEASE,2023,5 HB, ,AWD,5,5516,5745,,4321,,,0.057,1.83,5,,,TESLA#MODEL S (ALL VARIANTS) LATER RELEASE,2023#5 HB
TESLA,MODEL X (ALL VARIANTS),2023,SUV Early Release,MPV,AWD,7,6784,6784,,5124,,,0.093,1.49,5,,,TESLA#MODEL X (ALL VARIANTS),2023#SUV Early Release
TESLA,MODEL X (ALL VARIANTS) LATER RELEASE,2023,SUV, ,AWD,7,6122,6645,,5124,,,0.093,1.49,5,,,TESLA#MODEL X (ALL VARIANTS) LATER RELEASE,2023#SUV
TESLA,MODEL Y (All Variants),2023,SUV Early Release,MPV,AWD,7,5711,5711,5YJYGDEE1LF058327,4389,5YJYGDEE5LF059237,5YJYGDEE5LF059254,0.079,1.59,5,,,TESLA#MODEL Y (All Variants),2023#SUV Early Release
TESLA,MODEL Y (ALL VARIANTS) LATER RELEASE,2023,SUV, ,AWD,7,5223,5668,5YJYGDEE1LF058327,4389,5YJYGDEE5LF059237,5YJYGDEE5LF059254,0.079,1.59,5,,,TESLA#MODEL Y (ALL VARIANTS) LATER RELEASE,2023#SUV
TESLA,MODEL Y RWD EARLY RELEASE,2023,SUV,MPV,RWD,5,4766,5011,5YJYGDEE1LF058327,4389,5YJYGDEE5LF059327,5YJYGDEE5LF059254,0.097,1.47,5,,,TESLA#MODEL Y RWD EARLY RELEASE,2023#SUV
TESLA,MODEL Y RWD LATER RELEASE,2023,SUV,MPV,RWD,5,4766,5011,5YJYGDEE1LF058327,4389,5YJYGDEE5LF059327,5YJYGDEE5LF059254,0.097,1.47,5,,,TESLA#MODEL Y RWD LATER RELEASE,2023#SUV
TOYOTA,4RUNNER,2023,SUV,MPV,2WD,7,6100,6300,JTEBU5JR9C5083499,4759,JTEZU5JR7E5074317,JTEZU5JR3E5074492,0.246,1.12,3,,,TOYOTA#4RUNNER,2023#SUV
TOYOTA,4RUNNER,2023,SUV,MPV,AWD,7,6100,6300,JTEBU5JR9C5083499,4759,JTEZU5JR7E5074317,JTEZU5JR3E5074492,0.246,1.12,3,,,TOYOTA#4RUNNER,2023#SUV
TOYOTA,BZ4X,2023,SUV,MPV,AWD,5,5435,5620,JTMABABA4PA007001,4391,JTMABABA1PA006257,JTMABABA4PA006284,0.116,1.38,4,,,TOYOTA#BZ4X,2023#SUV
TOYOTA,BZ4X,2023,SUV,MPV,FWD,5,5435,5620,JTMABABA4PA007001,4391,JTMABABA1PA006257,JTMABABA4PA006284,0.116,1.38,4,,,TOYOTA#BZ4X,2023#SUV
TOYOTA,CAMRY,2023,4 DR Early Release,PC,AWD,5,4475,4625,,3331,,,0.099,1.4568,5,,,TOYOTA#CAMRY,2023#4 DR Early Release
TOYOTA,CAMRY,2023,4 DR,PC,AWD,5,4475,4625,JTNB11HK8J3028996,0,4T1G31AK1PU614310,4T1C11AK8PU160710,0.099,1.46,5,,,TOYOTA#CAMRY,2023#4 DR
TOYOTA,CAMRY,2023,4 DR,PC,FWD,5,4475,4625,JTNB11HK8J3028996,0,4T1G31AK1PU614310,4T1C11AK8PU160710,0.099,1.46,5,,,TOYOTA#CAMRY,2023#4 DR
TOYOTA,CAMRY,2023,4 DR Early Release,PC,FWD,5,4475,4625,,,,,0.099,1.4568,5,,,TOYOTA#CAMRY,2023#4 DR Early Release
TOYOTA,CAMRY HYBRID,2023,4 DR Early Release,PC,FWD,5,4625,4625,,,,,0.099,1.4568,5,,,TOYOTA#CAMRY HYBRID,2023#4 DR Early Release
TOYOTA,CAMRY HYBRID,2023,4 DR,PC,FWD,5,4625,4625,JTNB11HK8J3028996,0,4T1G31AK1PU614310,4T1C11AK8PU160710,0.099,1.46,5,,,TOYOTA#CAMRY HYBRID,2023#4 DR
TOYOTA,COROLLA,2023,4 DR,PC,FWD,5,3925,4065,JTNK4RBEXK3019307,3018,JTDEAMDEXMJ012589,JTNK4RBE5K3016508,0.105,1.43,4,,,TOYOTA#COROLLA,2023#4 DR
TOYOTA,COROLLA CROSS,2023,SUV,MPV,AWD,5,4290,4455,7MUBAABG3NV022557,3318,7MUCAAAG5NV018869,7MUCAAAG9NV019460,0,,,,,TOYOTA#COROLLA CROSS,2023#SUV
TOYOTA,COROLLA CROSS,2023,SUV,MPV,FWD,5,4290,4455,7MUBAABG3NV022557,3318,7MUCAAAG5NV018869,7MUCAAAG9NV019460,0,,,,,TOYOTA#COROLLA CROSS,2023#SUV
TOYOTA,COROLLA CROSS HYBRID,2023,SUV,MPV,AWD,5,4600,4600,7MUBAABG3NV022557,3318,7MUCAAAG5NV018869,7MUCAAAG9NV019460,0,,,,,TOYOTA#COROLLA CROSS HYBRID,2023#SUV
TOYOTA,COROLLA HATCHBACK,2023,5 HB,PC,FWD,5,4065,4065,JTNK4RBEXK3019307,3018,JTDEAMDEXMJ012589,JTNK4RBE5K3016508,0.105,1.43,4,,,TOYOTA#COROLLA HATCHBACK,2023#5 HB
TOYOTA,COROLLA HYBRID,2023,4 DR,PC,AWD,5,4065,4180,JTNK4RBEXK3019307,3018,JTDEAMDEXMJ012589,JTNK4RBE5K3016508,0.105,1.43,4,,,TOYOTA#COROLLA HYBRID,2023#4 DR
TOYOTA,COROLLA HYBRID,2023,4 DR,PC,FWD,5,4065,4180,JTNK4RBEXK3019307,3018,JTDEAMDEXMJ012589,JTNK4RBE5K3016508,0.105,1.43,4,,,TOYOTA#COROLLA HYBRID,2023#4 DR
TOYOTA,CROWN HYBRID,2023,4 DR,PC,4WD,5,5020,5285,JTDAAAAF0P3005119,3995,JTDAAAAF9P3007127,JTDAAAAF4P3007343,0.113,1.39,4,,,TOYOTA#CROWN HYBRID,2023#4 DR
TOYOTA,GR86,2023,2 DR,PC,RWD,4,3682,3748,,,,,0,0,,,,TOYOTA#GR86,2023#2 DR
TOYOTA,GR COROLLA,2023,5 HB,PC,4WD,5,4120,4220,,,,,0,0,,,,TOYOTA#GR COROLLA,2023#5 HB
TOYOTA,HIGHLANDER,2023,SUV,MPV,AWD,8,5870,5970,5TDCZRBH7LS505321,4286,5TDCZRAH7LS509743,5TDCZRAHXLS015960,0.164,1.24,4,,,TOYOTA#HIGHLANDER,2023#SUV
TOYOTA,HIGHLANDER,2023,SUV,MPV,FWD,8,5870,5970,5TDCZRBH7LS505321,4286,5TDCZRAH7LS509743,5TDCZRAHXLS015960,0.169,1.23,4,,,TOYOTA#HIGHLANDER,2023#SUV
TOYOTA,HIGHLANDER HYBRID,2023,SUV,MPV,AWD,8,5960,6000,5TDCZRBH7LS505321,4286,5TDCZRAH7LS509743,5TDCZRAHXLS015960,0.164,1.24,4,,,TOYOTA#HIGHLANDER HYBRID,2023#SUV
TOYOTA,HIGHLANDER HYBRID,2023,SUV,MPV,FWD,8,5960,6000,5TDCZRBH7LS505321,4286,5TDCZRAH7LS509743,5TDCZRAHXLS015960,0.169,1.23,4,,,TOYOTA#HIGHLANDER HYBRID,2023#SUV
TOYOTA,MIRAI,2023,4 DR,PC,RWD,5,5145,5345,,,,,0,0,,,,TOYOTA#MIRAI,2023#4 DR
TOYOTA,PRIUS,2023,5 HB,PC,AWD,5,4145,4275,JTDADABUXP3003432,3245,JTDACAAU0P3002570,JTDACAAUXP3005329,0.102,1.445,4,,,TOYOTA#PRIUS,2023#5 HB
TOYOTA,PRIUS,2023,5 HB,PC,FWD,5,4145,4275,JTDADABUXP3003432,3245,JTDACAAU0P3002570,JTDACAAUXP3005329,0.102,1.445,4,,,TOYOTA#PRIUS,2023#5 HB
TOYOTA,PRIUS PRIME,2023,5 HB,PC,FWD,5,4460,4460,JTDACACU5P3005901,3555,JTDACACU7P3004006,JTDACACU7P3004958,0.092,1.5,5,,,TOYOTA#PRIUS PRIME,2023#5 HB
TOYOTA,RAV4,2023,SUV,MPV,AWD,5,4610,4705,JTMG1RFV0KD007450,3509,2T3H1RFV3KW005554,JTMK1RFV7KJ002368,0.155,1.26,4,,,TOYOTA#RAV4,2023#SUV
TOYOTA,RAV4,2023,SUV,MPV,FWD,5,4610,4705,JTMG1RFV0KD007450,3509,2T3H1RFV3KW005554,JTMK1RFV7KJ002368,0.159,1.25,4,,,TOYOTA#RAV4,2023#SUV
TOYOTA,RAV4 HYBRID,2023,SUV,MPV,AWD,5,4920,4920,JTMG1RFV0KD007450,3509,2T3H1RFV3KW005554,JTMK1RFV7KJ002368,0.155,1.26,4,,,TOYOTA#RAV4 HYBRID,2023#SUV
TOYOTA,RAV4 PRIME,2023,SUV,MPV,AWD,5,5530,5530,JTMAB3FV8PD128251,4283,JTMAB3FV6PD126367,JTMAB3FV4PD131986,0.133,1.32,4,,,TOYOTA#RAV4 PRIME,2023#SUV
